#Table1
ObjectName,objID,ra,dec,run,rerun,camcol,field,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z
2MASXJ01085584+3152136,1237680314984562979,17.2327400511136,31.8703490185684,8112,301,3,38,GALAXY,18.24588,16.40273,15.52393,15.09822,14.74827
2MASXJ01104774+3228382,1237680311772643343,17.6990213928546,32.4771845541707,8111,301,5,180,GALAXY,19.38127,17.03527,15.95045,15.31463,14.80688
2MASXJ01102380+3203378,1237680311235707173,17.5993082187244,32.0603514404652,8111,301,4,179,GALAXY,19.26423,17.37213,16.39765,15.94446,15.55148
2MASXJ01055674+3304077,1237680316594848041,16.4865893171492,33.0687997527137,8112,301,6,33,GALAXY,20.02493,17.43532,16.46924,16.01075,15.68857
2MASXJ01045572+3256506,1237680312308924770,16.2321209078607,32.9473640546407,8111,301,6,171,GALAXY,19.55413,17.43462,16.3442,15.86316,15.44794
2MASXJ01062817+3140568,1237680310698508551,16.6174222223282,31.6823873402515,8111,301,3,174,GALAXY,19.18667,17.2795,16.23679,15.73974,15.34952
2MASXJ01063088+3309098,1237680316594913449,16.6288495548725,33.1527486357606,8112,301,6,34,GALAXY,19.77029,17.39992,16.35914,15.89065,15.53546
2MASXJ01042894+3157236,1237680314984169638,16.1207022598757,31.956652461637,8112,301,3,32,GALAXY,19.35709,17.32421,16.29976,15.86712,15.48185
2MASXJ01040869+3202229,1237680311235182738,16.0361197628487,32.0396665337146,8111,301,4,171,GALAXY,19.21449,17.2686,16.26203,15.83635,15.4769
2MASXJ01042232+3252048,1237680312308859194,16.093153287175,32.868066648462,8111,301,6,170,GALAXY,18.60959,17.14035,16.28983,15.80298,15.47105
WHLJ011052.0+320609,1237680315521630315,17.7164719090025,32.1026037400301,8112,301,4,41,GALAXY,18.91146,16.92249,15.83003,15.36696,14.95998
2MASXJ01105613+3207402,1237680315521630342,17.7338211169211,32.1280521788904,8112,301,4,41,GALAXY,19.41156,17.4702,16.47894,16.04078,15.67615
2MASXJ01050689+3143465,1237680310698377466,16.2788641107254,31.7295364635653,8111,301,3,172,GALAXY,17.77891,16.50535,15.85883,15.57369,15.32984
WHLJ010409.4+315517,1237680478199152963,16.0392001528701,31.9212914687136,8150,301,3,127,GALAXY,19.29857,17.17904,16.10917,15.65464,15.26832
2MASXJ01043453+3147327,1237680310698312012,16.1439459436344,31.7924758698399,8111,301,3,171,GALAXY,19.50082,17.34584,16.32868,15.88313,15.47596
2MASXJ01090838+3313537,1237678892277432632,17.2849887030769,33.2317555250818,7781,301,1,50,GALAXY,19.53576,17.51267,16.46708,16.00232,15.58805
2MASXJ01070881+3318385,1237678892277235920,16.7864716121197,33.310742660606,7781,301,1,47,GALAXY,18.29983,16.39783,15.71077,15.35841,15.16438
2MASXJ01060065+3316337,1237678892277170241,16.5027387572263,33.2760204125182,7781,301,1,46,GALAXY,19.79906,17.40398,16.30855,15.81067,15.44568
2MASXJ01082570+3318299,1237678892277367333,17.107043164344,33.3082659846355,7781,301,1,49,GALAXY,19.08309,17.08938,16.06798,15.54783,15.11591
KUG0107+327,1237680316595306651,17.6852486920064,33.0314328800548,8112,301,6,40,GALAXY,17.6265,16.41366,15.88638,15.58203,15.37444
2MASXJ01080914+3322528,1237678806382018837,17.0381452690184,33.3811387251527,7761,301,1,110,GALAXY,19.21862,17.23544,16.23872,15.78161,15.42854
